"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Classification of EEG signals recorded during right/left hand movement imagery using Fast Walsh Hadamard Transform based features","K. Saka; Ö. Aydemir; M. Öztürk","Department of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Turkey; Department of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Turkey; Department of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Turkey",2016 39th International Conference on Telecommunications and Signal Processing (TSP),"1 Dec 2016","2016","","","413","416","Brain computer interface (BCI) allows people to communicate with machines without the use of muscle systems. Although there are various kind of techniques to understand intend of the BCI user, electroencephalography (EEG) is the most popular, practical and widely implemented one. The performance of the EEG based BCI highly depends on extracting effective features. However, there is no a general feature extraction method which provides satisfied performance for all various kind of BCI applications. Therefore, it is very valuable to develop a new feature extraction method. In this paper, we proposed a novel Fast Walsh Hadamard Transform based feature extraction method for classification of EEG signals recorded during right/left hand movement imagery. It does not only provide well-discriminative attributes but also the computational time of extracting the features from a single EEG trial is fast. The proposed method was successfully applied to Data Set III of BCI competition 2003, and achieved a classification accuracy of 88.87% on the test data. The obtained satisfactory results proved that this method can be a successful alternative to the existing feature extraction methods.","","978-1-5090-1288-6","10.1109/TSP.2016.7760909","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760909","brain computer interface;feature extraction;Fast Walsh Hadamard Transform;classification;motor imagery EEG","Feature extraction;Electroencephalography;Transforms;Training;Classification algorithms;Data mining;Brain modeling","","18","","15","IEEE","1 Dec 2016","27-29 June 2016","27-29 June 2016","IEEE","IEEE Conferences"
"Classification of 2-dimensional cursor movement imagery EEG signals","Ö. Aydemir","Dep. of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Turkey",2016 39th International Conference on Telecommunications and Signal Processing (TSP),"1 Dec 2016","2016","","","370","373","Electroencephalogram (EEG), which is widely used for brain computer interface (BCI) systems for input signal, is easily interrupted by physical or mental tasks, and contaminated with various artifacts including power line noise, electromyogram and electrocardiogram. Therefore, such kind of artifacts cause to decrease the accuracy rate and motivate the researchers substantially develop the performance of all components of the communication system between the subject and a BCI output device. So, it is vital to use the most suitable classification algorithm and fewer feature set to implement a fast and accurate BCI system. Addition to this, it is worthwhile mentioning that the classifiers should have the ability for recognizing signals which are collected in different sessions to make brain computer interfaces practical in use. In this study, we proposed fast and accurate classification method for classifying EEG data of up/down/right/left computer cursor movement imagery. EEG signals were collected from three healthy male adults and on two different offline sessions with about one week of delay. The average test classification accuracy calculated as 53.07%.","","978-1-5090-1288-6","10.1109/TSP.2016.7760899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760899","EEG;cursor movement imagery;brain computer interface;wavelet transform;autoregressive model","Electroencephalography;Continuous wavelet transforms;Feature extraction;Training;Computers;Support vector machines","","2","","15","IEEE","1 Dec 2016","27-29 June 2016","27-29 June 2016","IEEE","IEEE Conferences"
"Human expert supervised selection of time-frequency intervals in EEG signals for brain-Computer interfacing","A. Duprès; F. Cabestaing; J. Rouillard","Univ. Lille, Centre de Recherche en Informatique Signal et Automatique de Lille, Lille, France; Univ. Lille, Centre de Recherche en Informatique Signal et Automatique de Lille, Lille, France; Univ. Lille, Centre de Recherche en Informatique Signal et Automatique de Lille, Lille, France",2016 24th European Signal Processing Conference (EUSIPCO),"1 Dec 2016","2016","","","1733","1737","In the context of brain-computer interfacing based on motor imagery, we propose a method allowing a human expert to supervise the selection of user-specific time-frequency features computed from EEG signals. Indeed, in the current state of BCI research, there is always at least one expert involved in the first stages of any experimentation. On one hand, such experts really appreciate keeping a certain level of control on the tuning of user-specific parameters. On the other hand, we will show that their knowledge is extremely valuable for selecting a sparse set of significant time-frequency features. The expert selects these features through a visual analysis of curves highlighting differences between electroencephalographic activities recorded during the execution of various motor imagery tasks. We compare our method to the basic common spatial patterns approach and to two fully-automatic feature extraction methods, using dataset 2A of BCI competition IV. Our method (mean accuracy m = 83.71 ± 14.6 std) outperforms the best competing method (m = 79.48 ± 12.41 std) for 6 of the 9 subjects.","2076-1465","978-0-9928-6265-7","10.1109/EUSIPCO.2016.7760545","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760545","brain-computer interface;EEG signal processing;sparse feature set;feature selection;human expertise","Electroencephalography;Time-frequency analysis;Training;Pipelines;Signal processing;Erbium;Laplace equations","","1","","10","","1 Dec 2016","29 Aug.-2 Sept. 2016","29 Aug.-2 Sept. 2016","IEEE","IEEE Conferences"
"A fully tuned sequential interval type-2 fuzzy inference system for motor-imagery task classification","A. K. Das; S. Suresh; N. Sundararajan","School of Computer Engineering, Nanyang Technological University, Singapore; School of Computer Engineering, Nanyang Technological University, Singapore; School of Computer Engineering, Nanyang Technological University, Singapore",2016 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),"10 Nov 2016","2016","","","751","758","In this paper, we propose an interval type-2 fuzzy inference system using Extended Kalman Filter based learning algorithm. It is referred to as IT2FIS-EKF. This algorithm realizes the Takagi-Sugeno-Kang inference mechanism in a five layered architecture. It starts with no rules and evolves the structure automatically. The sequential learning algorithm regulates the learning process by selecting appropriate learning strategies to evolve the architecture and estimate the antecedent/consequent parameters. The performance of IT2FIS-EKF is evaluated on a set of benchmark classification problems from the UCI machine learning repository. Results show superior performance of IT2FIS-EKF in comparison to other fuzzy neural networks due fully adaptive nature of learning algorithm. Further, IT2FIS-EKF is applied to a practical problem of classification of motor-imagery tasks in motor-imagery based brain computer interface (BCI). Performance is evaluated using the publicly available BCI competition dataset. Results indicate superior performance of IT2FIS-EKF making it suitable for BCI.","","978-1-5090-0626-7","10.1109/FUZZ-IEEE.2016.7737763","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7737763","Interval type-2 Fuzzy Inference System;Extended Kalman Filter;Brain-computer interface","Inference algorithms;Fuzzy logic;Fuzzy sets;Uncertainty;Computer architecture;Approximation algorithms;Electroencephalography","","5","","43","IEEE","10 Nov 2016","24-29 July 2016","24-29 July 2016","IEEE","IEEE Conferences"
"Classification of imagery motor EEG data with wavelet denoising and features selection","L. Sun; Z. R. Feng","School of the Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, China; School of the Electronic and Information Engineering, Xi'an Jiaotong University, Xi'an, China",2016 International Conference on Wavelet Analysis and Pattern Recognition (ICWAPR),"3 Nov 2016","2016","","","184","188","Classification of imagery motor tasks is the main challenge of analysing electroencephalography (EEG) data from a brain-computer interfaces (BCI) system. The noise and artifacts recorded by BCI system frequently corrupt imagery motor EEG data and reduce classification accuracy. In this paper, wavelet denoising algorithm is proposed to reduce noise from motor imagery EEG data and a power spectral density (PSD) feature selection method is used to improve classification accuracy. Experimental results show that the classification accuracy of the proposed method is significantly improved compared to the same PSD feature selection method without wavelet denoising. This result also certainly indicated that wavelet denoising algorithm successfully purified motor imagery EEG data and made classifying features more prominent.","2158-5709","978-1-5090-2917-4","10.1109/ICWAPR.2016.7731641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7731641","Brain-computer interfaces;Electroencephalogram (EEG);Motor imagery classification;Wavelet denoising;Power spectral density (PSD) Estimation","Electroencephalography;Feature extraction;Noise reduction;Classification algorithms;Algorithm design and analysis;Wavelet analysis;Pattern recognition","","17","","17","IEEE","3 Nov 2016","10-13 July 2016","10-13 July 2016","IEEE","IEEE Conferences"
"Decimation filter with Common Spatial Pattern and Fishers Discriminant Analysis for motor imagery classification","S. Kumar; R. Sharma; A. Sharma; T. Tsunoda","School of Electrical & Electronics Engineering, Fiji National University; School of Electrical & Electronics Engineering, Fiji National University; CREST, JST, Yokohama, Japan; RIKEN Center for Integrative Medical Sciences, Japan",2016 International Joint Conference on Neural Networks (IJCNN),"3 Nov 2016","2016","","","2090","2095","Brain Computer Interface (BCI) system converts thoughts into commands for driving external device with Electroencephalography (EEG). This paper presents the use of decimation filters for filtering the EEG signal. Common Spatial Pattern (CSP) technique is used to transform the filtered signal to a new time series in order to have optimal variance for the discrimination of different tasks. Fishers Discriminant Analysis (FDA) is applied to the CSP features and the FDA scores are fed to a Support Vector Machine (SVM) classifier. The method is evaluated on BCI Competition III Dataset IVa and compared with other related state-of-the-art approaches. The results show that our method outperforms all other approaches in terms of average classification error rate. Compared to best performing method that uses only CSP features, the results obtained in this research offer on average a reduction of 1.07% in the classification error rate.","2161-4407","978-1-5090-0620-5","10.1109/IJCNN.2016.7727457","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7727457","brain computer interface (BCI);common spatial pattern (CSP);electroencephalography (EEG);Fishers discriminant analysis (FDA);motor imagery","Electroencephalography;Filter banks;Finite impulse response filters;Support vector machines;Feature extraction;Filtering algorithms","","22","","67","IEEE","3 Nov 2016","24-29 July 2016","24-29 July 2016","IEEE","IEEE Conferences"
"Motor imagery based brain computer interface using transform domain features","A. M. Elbaz; A. T. Ahmed; A. M. Mohamed; M. A. Oransa; K. S. Sayed; A. M. Eldeib","Systems and Biomedical Engineering Department, Cairo University, Giza, Egypt; Systems and Biomedical Engineering Department, Cairo University, Giza, Egypt; Systems and Biomedical Engineering Department, Cairo University, Giza, Egypt; Systems and Biomedical Engineering Department, Cairo University, Giza, Egypt; Systems and Biomedical Engineering Department, Cairo University, Giza, Egypt; Systems and Biomedical Engineering Department, Cairo University, Giza, Egypt",2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"18 Oct 2016","2016","","","6421","6424","Brain Computer Interface (BCI) is a channel of communication between the human brain and an external device through brain electrical activity. In this paper, we extracted different features to boost the classification accuracy as well as the mutual information of BCI systems. The extracted features include the magnitude of the discrete Fourier transform and the wavelet coefficients for the EEG signals in addition to distance series values and invariant moments calculated for the reconstructed phase space of the EEG measurements. Different preprocessing, feature selection, and classification schemes were utilized to evaluate the performance of the proposed system for dataset III from BCI competition II. The maximum accuracy achieved was 90.7% while the maximum mutual information was 0.76 bit obtained using the distance series features.","1558-4615","978-1-4577-0220-4","10.1109/EMBC.2016.7592198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7592198","Brain Computer Interface (BCI);Distance Series (DS);Motor Imagery;Nonlinear Dynamical Modelling;Phase Space Reconstruction","Electroencephalography;Feature extraction;Classification algorithms;Discrete Fourier transforms;Discrete wavelet transforms;Principal component analysis","Adult;Algorithms;Brain-Computer Interfaces;Electroencephalography;Fourier Analysis;Humans;Image Processing, Computer-Assisted;Male;Motor Activity;Signal Processing, Computer-Assisted;Wavelet Analysis","5","","19","IEEE","18 Oct 2016","16-20 Aug. 2016","16-20 Aug. 2016","IEEE","IEEE Conferences"
"Classification in emotional BCI using phase information from the EEG","L. Santamaria; C. James","Institute of Digital Healthcare (IDH), University of Warwick, Coventry, UK; Warwick Engineering in Biomedicine, University of Warwick, Coventry, UK",2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"18 Oct 2016","2016","","","371","374","Synchronization and distributed functional networks have been used with success in different areas of engineering. In this paper we use the synchronization information from electroencephalogram (EEG) channels through the Phase Locking Value (PLV) as a potential classification method for a Brain Computer Interface (BCI); this achieved using emotional schematic faces as stimuli in a motor imagery (MI) task. Based on the variations of the PLV values for each proposed task and for each participant, the principal channel pairs are identified. Selected channel pairs, corresponding with the accomplished task, present PLV patterns similarly to Evoked Potentials (ERS/ERD) which are widely used as classification features for MI based BCI.","1558-4615","978-1-4577-0220-4","10.1109/EMBC.2016.7590717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7590717","","Electrodes;Electroencephalography;Synchronization;Presses;Frequency synchronization;Continuous wavelet transforms","Alpha Rhythm;Beta Rhythm;Brain-Computer Interfaces;Cortical Synchronization;Electrodes;Electroencephalography;Female;Humans;Male;Time Factors","2","","6","IEEE","18 Oct 2016","16-20 Aug. 2016","16-20 Aug. 2016","IEEE","IEEE Conferences"
"Investigating motor imagery tasks by their neural effects — A case study","I. E. Nicolae; M. M. C. Stefan; B. Hurezeanu; D. D. Tarãlungã; R. Strungaru; T. M. Vasile; O. A. Bãjenaru; G. M. Ungureanu","Applied Electronics and Information Engineering Department, University Politehnica of Bucharest; Medical Engineering Faculty, University Politehnica of Bucharest; Medical Engineering Faculty, University Politehnica of Bucharest; Medical Engineering Faculty, University Politehnica of Bucharest; Medical Engineering Faculty, University Politehnica of Bucharest; Neurology Clinic Department, Emergency University Hospital, Bucharest; Neurology Clinic Department, Emergency University Hospital, Bucharest; Medical Engineering Faculty, University Politehnica of Bucharest",2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"18 Oct 2016","2016","","","5861","5864","Motor imagery, one of the first investigated neural process for Brain-Computer Interfaces (BCIs) still provides a great challenge nowadays. Aiming a better and more accurate control, multiple researches have been conducted by the scientific community. Nevertheless, there is still no robust and confident application developed. In order to augment the potential referring to motor imagery, and to attract user's interest, we propose multiple motor imagery tasks in combination with different visual or auditory stimuli. We use multi-class classification for discrimination and we observe confident classification performance for the task related to user's background.","1558-4615","978-1-4577-0220-4","10.1109/EMBC.2016.7592061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7592061","","Visualization;Pressing;Electrodes;Finite impulse response filters;Feature extraction;Presses;Brain-computer interfaces","Acoustic Stimulation;Adult;Brain-Computer Interfaces;Electroencephalography;Evoked Potentials;Humans;Imagery (Psychotherapy);Male;Movement;Photic Stimulation;Signal Processing, Computer-Assisted","","","12","IEEE","18 Oct 2016","16-20 Aug. 2016","16-20 Aug. 2016","IEEE","IEEE Conferences"
"Real-time single channel EEG motor imagery based Brain Computer Interface","J. Camacho; V. Manian","Department of Electrical & Computer Engineering, University of Puerto Rico, Mayaguez, PR, USA; Department of Electrical & Computer Engineering, University of Puerto Rico, Mayaguez, PR, USA",2016 World Automation Congress (WAC),"6 Oct 2016","2016","","","1","6","This paper presents a motor imagery based Brain Computer Interface (BCI) that uses single channel EEG signal from the C3 or C4 electrode placed in the motor area of the head. Time frequency analysis using Short Time Fourier Transform (STFT) is used to compute spectrogram from the EEG data. The STFT is scaled to have gray level values on which Grey Co-occurrence Matrix (GLCM) is computed. Texture descriptors such as correlation, energy, contrast, homogeneity and dissimilarity are calculated from the GLCM matrices. The texture descriptors are used to train a logistic regression classifier which is then used to classify the left and right motor imagery signals. The single-channel motor imagery classification system is tested offline with different subjects. The average offline accuracy is 87.6%. An online BCI system is implemented in openViBE with the single channel classification scheme. The stimuli presentations and feedback are implemented in Python and integrated with the openViBe BCI system.","","978-1-8893-3551-3","10.1109/WAC.2016.7582973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582973","motor imagery;EEG signals;brain computer interface;single channel;time-frequency analysis;short-time Fourier transform;texture descriptors;logistic regression","Electroencephalography;Time-frequency analysis;Feature extraction;Electrodes;Logistics;Training;Brain-computer interfaces","","14","","12","","6 Oct 2016","31 July-4 Aug. 2016","31 July-4 Aug. 2016","IEEE","IEEE Conferences"
"Windowed local area average reference filter for increasing the spatial resolution of EEG signals","B. Binias; H. Palus","Institute of Automatic Control, Silesian University of Technology, Gliwice, Poland; Institute of Automatic Control, Silesian University of Technology, Gliwice, Poland",2016 21st International Conference on Methods and Models in Automation and Robotics (MMAR),"26 Sep 2016","2016","","","403","408","The phenomenon of transmitting the electric fields from their primary bioelectric sources through biological tissues towards measurement sensors is known as the volume conduction. It is a basis for the operation of many biosensors used for the measurement of bioelectromagnetical phenomena. An electroencephalograph (EEG) used for the recording and monitoring the bioelectrical activity of brain is an excellent example of such devices. Due to the volume conduction an overlapping of the contribution to each electrode channel from neighbouring bioelectrical sources is present. As a result raw EEG scalp potentials are characterized by weak spatial resolution. Owning to described reasons raw, multichannel EEG recordings tend to provide an unclear image of the brain activity. In this study the influence of applying 2D window function to the neighbourhood of each electrode before removal of common reference locally is examined. The Local Spatial Filters focus on removing the common signal of electrodes in a specific neighbourhood of the electrode of interest. The performance of algorithm is examined in the task of eliminating source overlapping from EEG-based BCI system recordings and compared with classic approaches such as Common Average Reference (CAR), Surface Laplacian (SL) and Common Spatial Pattern (CSP). For the better evaluation of performance of proposed approaches performance, their effectiveness is tested during the classification of the dataset IVa provided for the “BCI Competition III” organized by the Berlin Brain-Computer Interface group.","","978-1-5090-1866-6","10.1109/MMAR.2016.7575169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7575169","","Electrodes;Electroencephalography;Electric potential;Automobiles;Two dimensional displays;Laplace equations;Spatial resolution","","3","","27","IEEE","26 Sep 2016","29 Aug.-1 Sept. 2016","29 Aug.-1 Sept. 2016","IEEE","IEEE Conferences"
"Effects of wavelets on quality of features in motor-imagery EEG signal classification","R. Chatterjee; T. Bandyopadhyay; D. K. Sanyal","School of Computer Engineering, KIIT University, Bhubaneswar, India; School of Computer Engineering, KIIT University, Bhubaneswar, India; School of Computer Engineering, KIIT University, Bhubaneswar, India","2016 International Conference on Wireless Communications, Signal Processing and Networking (WiSPNET)","15 Sep 2016","2016","","","1346","1350","This paper examines the quality of feature set obtained from Wavelet based Energy-entropy with variation of scale and wavelet type. Here motor imagery of left-right hand movement classification problem has been studied. Elliptic bandpass filters are used to discard unwanted signals and also to extract alpha & beta rhythms. We have implemented wavelet-based energy-entropy with three level of decomposition in combination with ten wavelet types (Daubechies). We want to identify the best pair of level of decomposition and wavelet type for EEG based motor imagery classifications. We have verified our study with three classifiers- Naïve Bayes, Multi layered Perceptron and Support Vector Machine. The classifiers performance for best wavelet decomposition level is analyzed using evaluation metrics such as accuracy, F-measure and area under ROC.","","978-1-4673-9338-6","10.1109/WiSPNET.2016.7566356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7566356","EEG;BCI;motor imagery;classification;DWT;energy-entropy;ROC;accuracy;F-measure","Biomedical imaging;Feature extraction;Electroencephalography;Brain modeling;Analytical models;Sensitivity","","21","","18","IEEE","15 Sep 2016","23-25 March 2016","23-25 March 2016","IEEE","IEEE Conferences"
"Effect of extensive training load on the classification accuracy for a three class motor imagery based brain-computer interface","M. H. Zaky; M. E. Khedr; A. A. Nasser","Electronics and Communications Engineering, AASTMT, Alexandria, Egypt; Electronics and Communications Engineering, AASTMT, Alexandria, Egypt; Electronics and Communications Engineering, AASTMT, Alexandria, Egypt",2016 3rd International Conference on Advances in Computational Tools for Engineering Applications (ACTEA),"5 Sep 2016","2016","","","211","215","In Brain-Computer Interface (BCI), a subject's thoughts are read to provide an appropriate way of communication where only brain signals are used. The information of electroencephalogram (EEG) signals differentiate between subjects depending on their thoughts according to research. In this paper, a combined feature extraction methods are proposed to test the effect of the extensive training load on the classification accuracy of discrimination between three motor imagery (MI) movements which are Left Hand (LH), Right Hand (RH) and both Feet (F) through an offline analysis for one subject. Several classifiers and feature extraction techniques were used. Common Spatial Patterns (CSPs) combined with Band Power (BP) and classified by Linear Discriminant Analysis (LDA) were found to outperform all other combinations with an average classification accuracy equal 90% over three consecutive sessions.","","978-1-4673-8523-7","10.1109/ACTEA.2016.7560141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7560141","BCI;EEG;Motor Imagery;DWT;Statistics;Band Power;CSP;LDA;SVM;K-NN;Naive Bayes","Feature extraction;Electroencephalography;Support vector machines;Training;Discrete wavelet transforms;Time-domain analysis;Band-pass filters","","2","","18","IEEE","5 Sep 2016","13-15 July 2016","13-15 July 2016","IEEE","IEEE Conferences"
"Feature extraction and visualization of MI-EEG by LLE algorithm","M. -a. Li; X. Luo; M. Zhang; J. Yang","College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China; College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China; College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China; College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China",2016 IEEE International Conference on Mechatronics and Automation,"5 Sep 2016","2016","","","1989","1994","As a nonlinear time-varying and non-stationary signal, Motor Imagery Electroencephalography (MI-EEG) has attracted many researchers to use its time-frequency feature extraction by using Discrete Wavelet Transform (DWT) in brain computer interfaces (BCIs). Though a few people have devoted their efforts to exploring its nonlinear nature from the perspective of manifold learning, they hardly take into full account both time-frequency feature and nonlinear nature. To obtain features that can fully describe the information from a nonlinear nature and time-frequency perspective of MI-EEG, a novel feature extraction method is proposed based on the Locally Linear Embedding algorithm (LLE) and DWT. The multi-scale multi-resolution analysis is implemented for MI-EEG with DWT, and the valid time and frequency windows are determined in advance by a Wigner-Ville distribution. In view of the nonlinear structure in MI-EEG, LLE is applied to the approximation components to obtain the nonlinear features, and the statistics of the detail components are calculated to obtain the time-frequency features. After an organic combination of the two features, a Back-Propagation neural network optimized by a Genetic Algorithm was employed as a classifier to evaluate the effectiveness of the proposed feature extraction method. Compared with conventional DWT-based methods, the proposed method has a better effect on feature visualization with an obvious clustering distribution and improves the classification results and their stability. This paper successfully achieves manifold learning in signal processing of EEG.","2152-744X","978-1-5090-2396-7","10.1109/ICMA.2016.7558871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7558871","feature extraction;locally linear embedding;motor imagery electroencephalography;visualization;BP neural network","Feature extraction;Time-frequency analysis;Electroencephalography;Discrete wavelet transforms;Manifolds","","6","","21","IEEE","5 Sep 2016","7-10 Aug. 2016","7-10 Aug. 2016","IEEE","IEEE Conferences"
"Combined long short-term memory based network employing wavelet coefficients for MI-EEG recognition","M. Li; M. Zhang; X. Luo; J. Yang","College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China; College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China; College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China; College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing, China",2016 IEEE International Conference on Mechatronics and Automation,"5 Sep 2016","2016","","","1971","1976","Motor Imagery Electroencephalography (MI-EEG) plays an important role in brain computer interface (BCI) based rehabilitation robot, and its recognition is the key problem. The Discrete Wavelet Transform (DWT) has been applied to extract the time-frequency features of MI-EEG. However, the existing EEG classifiers, such as support vector machine (SVM), linear discriminant analysis (LDA) and BP network, did not make full use of the time sequence information in time-frequency features, the resulting recognition performance were not very ideal. In this paper, a Long Short-Term Memory (LSTM) based recurrent Neural Network (RNN) is integrated with Discrete Wavelet Transform (DWT) to yield a novel recognition method, denoted as DWT-LSTM. DWT is applied to analyze the each channel of MI-EEG and extract its effective wavelet coefficients, representing the time-frequency features. Then a LSTM based RNN is used as a classifier for the patten recognition of observed MI-EEG data. Experiments are conducted on a publicly available dataset, and the 5-fold cross validation experimental results show that DWT-LSTM yields relatively higher classification accuracies compared to the existing approaches. This is helpful for the further research and application of RNN in processing of MI-EEG.","2152-744X","978-1-5090-2396-7","10.1109/ICMA.2016.7558868","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7558868","Brain computer interface;Long Short-Term Memory;Recurrent Neural Network;Discrete Wavelet Transform;motor imagery EEG","Electroencephalography;Discrete wavelet transforms;Recurrent neural networks;Feature extraction;Time-frequency analysis;Logic gates","","19","","23","IEEE","5 Sep 2016","7-10 Aug. 2016","7-10 Aug. 2016","IEEE","IEEE Conferences"
"EEG Based Motor Imagery Classification Using SVM and MLP","R. Chatterjee; T. Bandyopadhyay","School of Computer Engineering, KIIT University Bhubaneswar, India; School of Computer Engineering, KIIT University Bhubaneswar, India",2016 2nd International Conference on Computational Intelligence and Networks (CINE),"1 Sep 2016","2016","","","84","89","This paper focuses on the classification of motor imagery of the left-right hand movements from a healthy subject. Elliptic Bandpass filters are used to discard the unwanted signals. Our study was on C3 and C4 electrodes particularly for the left-right limb movements. We deployed various feature extraction techniques on the EEG data. Statistical-based, wavelet-based energy-entropy & RMS, PSD based average power and bad power were performed to form the desired feature vectors. Variants of Support Vector Machines (SVM) were employed for classification and the results were also compared with Multi-layered Perceptron (MLP). Empirical results show that both SVM and MLP were suitable for such motor imagery classifications with the accuracy of 85% and 85.71% respectively. Among all employed feature extraction techniques wavelet-based methods specifically the energy-entropy feature set, gave promising results for both the classifiers.","2375-5822","978-1-5090-0451-5","10.1109/CINE.2016.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7556809","EEG;BCI;motor imagery;SVM;MLP;classification","Support vector machines;Electroencephalography;Feature extraction;Computers;Electrodes;Band-pass filters;Brain","","73","","23","IEEE","1 Sep 2016","11-11 Jan. 2016","11-11 Jan. 2016","IEEE","IEEE Conferences"
"The design of simulation vehicle system controlled by multichannel EEG based on imaginary movements","Y. Lu; Y. Hu; R. Liu; H. Wang; H. Asama; F. Duan","College of Computer and Control Engineering, Nankai University, Tianjin, Tianjin, CN; College of Computer and Control Engineering, Nankai University, Tianjin, Tianjin, CN; College of Computer and Control Engineering, Nankai University, Tianjin, Tianjin, CN; College of Computer and Control Engineering, Nankai University, Tianjin, Tianjin, CN; College of Computer and Control Engineering, Nankai University, Tianjin, Tianjin, CN; College of Computer and Control Engineering, Nankai University, Tianjin, Tianjin, CN",2016 35th Chinese Control Conference (CCC),"29 Aug 2016","2016","","","4976","4981","This paper focus on the simulation experiments of controlling a car by EEG based on imaginary movements. We collected fourteen channels of brain electroencephalogram (EEG) signals transmitted by Emotiv Epoc+ Neuro Headset. Instead of emotiv's own processing and analysis methods, in our program, we wrote wCCA algorithm to preprocess EEG signals, and used Common Spatial Pattern (CSP) to extract the feature of EEG. Then, by KNN algorithm we classified the extracted features as imagining feet & righthand movement and neutral state, which correspond to the three control commands (turn forward, turn right, stop) respectively, so that it can control the motions of the simulated car constructed in SigViewer2.2.0. In addition, we applied the method of online-learning to greatly improving the classification accuracy, which avoid the time-consuming and laborious off-line training and is closer to real-time status of subjects. The simulation experiments results show that the methods of processing and classification in EEG have better feasibility and stability. It establishes a basis of practical application for EEG-controlled automobile.","1934-1768","978-9-8815-6391-0","10.1109/ChiCC.2016.7554127","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7554127","Brain-Computer Interface (BCI);Simulation;Correspond;wCCA;CSP;KNN;Online learning","Electroencephalography;Brain modeling;Automobiles;Feature extraction;Electrodes;Electrooculography","","7","","13","","29 Aug 2016","27-29 July 2016","27-29 July 2016","IEEE","IEEE Conferences"
